comuna;comuna_servel;region;ud;dto;cir;X04alc_cd_v;X04alc_cd_p;X04alc_ci_v;X04alc_ci_p;X04alc_iz_v;X04alc_iz_p;X04alc_ot_v;X04alc_ot_p;X04con_cd_v;X04con_cd_p;X04con_ci_v;X04con_ci_p;X04con_iz_v;X04con_iz_p;X04con_ot_v;X04con_ot_p;X08alc_cd_v;X08alc_cd_p;X08alc_ci_v;X08alc_ci_p;X08alc_iz_v;X08alc_iz_p;X08alc_ot_v;X08alc_ot_p;X08con_cd_v;X08con_cd_p;X08con_ci_v;X08con_ci_p;X08con_iz_v;X08con_iz_p;X08con_ot_v;X08con_ot_p;X12alc_cd_v;X12alc_cd_p;X12alc_ci_v;X12alc_ci_p;X12alc_iz_v;X12alc_iz_p;X12alc_ot_v;X12alc_ot_p;X12con_cd_v;X12con_cd_p;X12con_ci_v;X12con_ci_p;X12con_iz_v;X12con_iz_p;X12con_ot_v;X12con_ot_p;X13dip_cd_v;X13dip_cd_p;X13dip_ci_v;X13dip_ci_p;X13dip_iz_v;X13dip_iz_p;X13dip_ot_v;X13dip_ot_p;X13sen_cd_v;X13sen_cd_p;X13sen_ci_v;X13sen_ci_p;X13sen_iz_v;X13sen_iz_p;X13sen_ot_v;X13sen_ot_p;X16alc_cd_v;X16alc_cd_p;X16alc_ci_v;X16alc_ci_p;X16alc_iz_v;X16alc_iz_p;X16alc_ot_v;X16alc_ot_p;X16con_cd_v;X16con_cd_p;X16con_ci_v;X16con_ci_p;X16con_iz_v;X16con_iz_p;X16con_ot_v;X16con_ot_p;X17dip_cd_v;X17dip_cd_p;X17dip_ci_v;X17dip_ci_p;X17dip_iz_v;X17dip_iz_p;X17dip_ot_v;X17dip_ot_p;X17sen_cd_v;X17sen_cd_p;X17sen_ci_v;X17sen_ci_p;X17sen_iz_v;X17sen_iz_p;X17sen_ot_v;X17sen_ot_p;X13pr1_cd_v;X13pr1_cd_p;X13pr1_ci_v;X13pr1_ci_p;X13pr1_iz_v;X13pr1_iz_p;X13p17_ot_v;X13pr1_ot_p;X13pr2_cd_v;X13pr2_cd_p;X13pr2_ci_v;X13pr2_ci_p;X13pr2_iz_v;X13pr2_iz_p;X13p17_ot_v;X13pr2_ot_p;X17pr1_cd_v;X17pr1_cd_p;X17pr1_ci_v;X17pr1_ci_p;X17pr1_iz_v;X17pr1_iz_p;X17pr1_ot_v;X17pr1_ot_p;X17pr2_cd_v;X17pr2_cd_p;X17pr2_ci_v;X17pr2_ci_p;X17pr2_iz_v;X17pr2_iz_p;X17pr2_ot_v;X17pr2_ot_p;X09pr1_cd_v;X09pr1_cd_p;X09pr1_ci_v;X09pr1_ci_p;X09pr1_iz_v;X09pr1_iz_p;X09pr1_ot_v;X09pr1_ot_p
Lago Ranco;LAGO RANCO;Los Ríos;129;24;12;1631;0.3412847876;3005;0.6287926344;143;0.02992257795;0;0;1676;0.3567475521;1931;0.4110259685;36;0.007662835249;1055;0.2245636441;1526;0.3158112583;2283;0.4724751656;0;0;1023;0.2117135762;1858;0.3956558773;2304;0.4906303237;165;0.0351362862;369;0.07857751278;2249;0.475676819;2479;0.524323181;0;0;0;0;1836;0.3971447112;2787;0.6028552888;0;0;0;0;1987;0.486532811;1860;0.4554358472;109;0.02668952008;128;0.03134182174;2104;0.5342813611;1384;0.3514474352;282;0.07160995429;168;0.04266124937;2663;0.5887685165;516;0.1140835728;0;0;1344;0.2971479107;2179;0.4952272727;2221;0.5047727273;0;0;0;0;1610;0.4580369844;1463;0.4162162162;350;0.09957325747;92;0.02617354196;;;;;;;;;1560;0.3601108033;2094;0.4833795014;376;0.08679593721;302;;1832;0.4576567574;2171;0.5423432426;;0;;0;2169;0.5729001585;988;0.2609614369;629;0.1661384046;;0;2902;0.6522814116;1547;0.3477185884;;0;;0;2762;0.5694845361;1431;0.2950515464;657;0.1354639175;0;0
Los Lagos;LOS LAGOS;Los Ríos;155;24;12;3004;0.3464821223;4113;0.4743944637;227;0.0261822376;1326;0.1529411765;4073;0.4825257671;3188;0.3776803696;329;0.03897642459;851;0.1008174387;2241;0.2563486616;2748;0.3143445436;191;0.02184854724;3562;0.4074582475;3673;0.4302952202;4111;0.4816073102;574;0.06724461106;178;0.02085285848;642;0.07463380609;3046;0.3541036968;0;0;4914;0.5712624971;2977;0.3551234642;4604;0.5492067279;0;0;802;0.09566980794;2481;0.3175070386;4868;0.622984387;219;0.02802661889;246;0.03148195546;3242;0.4238462544;3609;0.4718263825;468;0.06118446856;330;0.0431428945;2052;0.2636515482;2024;0.2600539638;0;0;3707;0.476294488;3780;0.5052800428;3532;0.4721293945;0;0;169;0.02259056276;2297;0.3316967509;3605;0.5205776173;805;0.1162454874;218;0.0314801444;;;;;;;;;1822;0.2199951702;5117;0.6178459309;719;0.08681477904;624;;2187;0.2896305125;5364;0.7103694875;;0;;0;3831;0.4837121212;2576;0.3252525253;1513;0.1910353535;;0;4639;0.5560349994;3704;0.4439650006;;0;;0;3970;0.4334534338;3512;0.3834479747;1677;0.1830985915;0;0
Paillaco;PAILLACO;Los Ríos;198;24;12;2220;0.2209175042;3390;0.3373469997;116;0.01154343716;4323;0.4301920589;2643;0.2679168779;3101;0.3143436391;1863;0.1888494678;2258;0.2288900152;2148;0.2135188867;4438;0.4411530815;0;0;3474;0.3453280318;3078;0.3140175474;3441;0.351050806;2004;0.2044480718;1279;0.1304835748;647;0.06458374925;5282;0.5272509483;0;0;4089;0.4081653025;2833;0.2891406409;6276;0.6405388855;0;0;689;0.07032047357;3422;0.3876302673;4991;0.5653602175;204;0.0231082918;211;0.02390122338;3731;0.435864486;3929;0.4589953271;476;0.05560747664;424;0.04953271028;3800;0.44283883;4426;0.5157907004;112;0.01305209183;243;0.02831837781;3668;0.4344941957;4282;0.5072257759;492;0.05828002843;0;0;3650;0.4711501226;3151;0.4067380922;780;0.1006841358;166;0.02142764941;;;;;;;;;2198;0.2362170876;5597;0.6015045674;630;0.06770553466;880;;2765;0.3269480903;5692;0.6730519097;;0;;0;4123;0.4866619452;2813;0.3320349386;1536;0.1813031161;;0;5117;0.5537878788;4123;0.4462121212;;0;;0;5020;0.4820434031;3880;0.3725753793;1514;0.1453812176;0;0
Panguipulli;PANGUIPULLI;Los Ríos;202;24;12;5884;0.4264386143;7112;0.5154370199;456;0.03304826786;346;0.02507609799;6531;0.483348135;6733;0.4982978094;0;0;248;0.01835405565;4873;0.3633584371;4057;0.3025128626;0;0;4481;0.3341287003;7664;0.5803862173;4511;0.3416130254;812;0.06149185914;218;0.01650889814;6243;0.4596186409;5992;0.4411396599;0;0;1348;0.09924169918;3591;0.2761033369;6622;0.5091496233;399;0.03067814855;2394;0.1840688913;4306;0.3393490425;7642;0.6022539207;358;0.02821341319;383;0.03018362361;5615;0.4589293012;4914;0.4016346547;865;0.07069881488;841;0.06873722926;5250;0.4393673111;6111;0.5114235501;0;0;588;0.04920913884;5438;0.4681876883;6177;0.5318123117;0;0;0;0;3696;0.3346613546;5548;0.5023542195;1294;0.1171676929;506;0.04581673307;;;;;;;;;3807;0.2790032979;7483;0.5484060095;1244;0.09116892635;1111;;4644;0.3731319299;7802;0.6268680701;;0;;0;6552;0.512275215;4230;0.3307271306;2008;0.1569976544;;0;8134;0.5829988532;5818;0.4170011468;;0;;0;7204;0.5001388503;4686;0.3253262983;2514;0.1745348514;0;0
Río Bueno;RIO BUENO;Los Ríos;271;24;12;5854;0.3846254928;7866;0.5168199737;681;0.04474375821;819;0.0538107753;5500;0.366227194;6973;0.4643094953;193;0.01285124517;2352;0.1566120655;8777;0.5694913055;5984;0.3882688814;651;0.04223981313;0;0;5297;0.3573500641;6153;0.4150981583;395;0.0266477771;2978;0.2009040005;8780;0.5699078281;6626;0.4300921719;0;0;0;0;6318;0.4262870252;8503;0.5737129748;0;0;0;0;5222;0.3816135633;6448;0.4712072493;316;0.02309266296;1698;0.1240865244;6847;0.5169888251;5125;0.3869676835;687;0.05187254606;585;0.04417094533;7508;0.6041683431;4919;0.3958316569;0;0;0;0;5836;0.4901318552;6071;0.5098681448;0;0;0;0;5009;0.4256458192;5553;0.4718728756;934;0.07936777702;272;0.02311352821;;;;;;;;;4033;0.284094111;7574;0.533530572;1032;0.07269653423;1557;;4802;0.3843444854;7692;0.6156555146;;0;;0;6949;0.5347852855;3901;0.3002154841;2144;0.1649992304;;0;8823;0.6154007114;5514;0.3845992886;;0;;0;8351;0.5175704989;5534;0.342981097;2250;0.1394484041;0;0
Osorno;OSORNO;Los Lagos;193;25;13;20360;0.3213079569;21462;0.3386989868;4112;0.06489284474;17432;0.2751002115;23359;0.3818327449;33370;0.5454753498;3410;0.05574081339;1037;0.01695109193;29167;0.465762831;30487;0.486841685;0;0;2968;0.04739548402;20360;0.3379421382;34108;0.5661360732;3091;0.05130545919;2688;0.04461632944;12183;0.2545709092;28761;0.6009779134;0;0;6913;0.1444511775;13221;0.2848432619;29984;0.645998061;1237;0.02665086718;1973;0.04250780998;22137;0.3599804862;35109;0.5709244654;2176;0.03538499065;2073;0.03371005773;21695;0.3544934641;39505;0.6455065359;0;0;0;0;8581;0.2429364136;14330;0.4056961667;12411;0.3513674197;0;0;10410;0.3024228691;20031;0.5819243507;2055;0.05970019174;1926;0.05595258846;21131;0.3570450974;27513;0.4648801176;3922;0.06626902996;6617;0.111805755;;;;;;;;;15497;0.2370623059;35061;0.5363387435;7362;0.1126187453;7451;;18850;0.3385659889;36826;0.6614340111;;0;;0;27345;0.433614005;21479;0.340595912;14239;0.2257900829;;0;34903;0.5219920736;31962;0.4780079264;;0;;0;31924;0.4498745808;22998;0.324088949;16040;0.2260364702;0;0
San Juan de la Costa;SAN JUAN DE LA COSTA;Los Lagos;294;25;13;2332;0.5506493506;1614;0.3811097993;0;0;289;0.06824085006;1734;0.4193470375;1872;0.4527206771;149;0.03603385732;380;0.09189842805;1924;0.4505854801;1397;0.3271662763;949;0.2222482436;0;0;1877;0.4502278724;1335;0.3202206764;868;0.2082034061;89;0.02134804509;1564;0.382396088;2526;0.617603912;0;0;0;0;1494;0.3723828514;2405;0.5994516451;0;0;113;0.02816550349;1232;0.3171987642;2456;0.6323377961;67;0.01725025747;129;0.03321318229;1192;0.3153439153;2588;0.6846560847;0;0;0;0;1043;0.284273644;2626;0.715726356;0;0;0;0;1447;0.4004982009;2091;0.5787434265;75;0.02075837254;0;0;784;0.2255466053;2339;0.6728998849;149;0.04286536249;204;0.0586881473;;;;;;;;;843;0.2086633663;2644;0.6544554455;350;0.08663366337;203;;1001;0.2693032015;2716;0.7306967985;;0;;0;1206;0.3315919714;1747;0.4803409403;684;0.1880670883;;0;1525;0.4068836713;2223;0.5931163287;;0;;0;1722;0.4000929368;1840;0.4275092937;742;0.1723977695;0;0
San Pablo;SAN PABLO;Los Lagos;297;25;13;1517;0.2586971351;4136;0.7053206003;211;0.03598226467;0;0;2166;0.3738350017;3560;0.6144287194;68;0.01173627891;0;0;772;0.1296171927;4331;0.7271658831;0;0;853;0.1432169241;1347;0.2285374958;3561;0.604173736;34;0.005768578215;952;0.16152019;1351;0.2591100882;3863;0.7408899118;0;0;0;0;912;0.1746791802;2891;0.55372534;296;0.0566941199;1122;0.2149013599;1799;0.3599439776;2895;0.5792316927;90;0.01800720288;214;0.04281712685;1579;0.3203489552;3350;0.6796510448;0;0;0;0;2595;0.5194155324;2173;0.4349479584;126;0.02522017614;102;0.02041633307;1866;0.3788832487;2849;0.5784771574;162;0.03289340102;48;0.009746192893;1306;0.2900288696;2728;0.6058183433;167;0.03708638685;302;0.06706640018;;;;;;;;;1115;0.2082944143;3443;0.6431907342;420;0.07846067626;375;;1279;0.2697174188;3463;0.7302825812;;0;;0;1895;0.3948739321;2049;0.4269639508;855;0.1781621171;;0;2441;0.4868368568;2573;0.5131631432;;0;;0;2525;0.4110369526;2529;0.4116881003;1089;0.1772749471;0;0
Fresia;FRESIA;Los Lagos;94;25;13;3915;0.5330156569;3280;0.4465622873;150;0.02042205582;0;0;3209;0.4460041696;3896;0.5414871438;90;0.01250868659;0;0;3187;0.434729232;3315;0.452189333;59;0.008048015278;770;0.1050334197;2630;0.3681926361;4023;0.5632087358;91;0.01273974521;399;0.05585888282;3839;0.5364728899;3317;0.4635271101;0;0;0;0;2652;0.3768115942;3717;0.5281329923;669;0.09505541347;0;0;1887;0.3072289157;3972;0.6466948877;100;0.01628134158;183;0.0297948551;2144;0.3650604461;3729;0.6349395539;0;0;0;0;3290;0.5205696203;3030;0.4794303797;0;0;0;0;2691;0.4397058824;2787;0.4553921569;0;0;642;0.1049019608;1656;0.3226183518;3065;0.5971166959;208;0.04052211183;204;0.03974284044;;;;;;;;;1723;0.2704017577;3863;0.6062460766;478;0.07501569366;308;;2030;0.3406611848;3929;0.6593388152;;0;;0;2747;0.4794903124;2181;0.3806947111;801;0.1398149764;;0;3390;0.5291087873;3017;0.4708912127;;0;;0;3658;0.4947254531;2710;0.3665133892;1026;0.1387611577;0;0
Frutillar;FRUTILLAR;Los Lagos;95;25;13;850;0.1232241229;3431;0.497390548;154;0.02232531168;2463;0.3570600174;2620;0.3860321202;2372;0.3494916753;433;0.06379843819;1362;0.2006777663;2018;0.2750817884;5318;0.7249182116;0;0;0;0;2213;0.3092077686;3138;0.4384518653;536;0.07489171441;1270;0.1774486517;2390;0.3051972928;4326;0.5524198697;0;0;1115;0.1423828374;1669;0.2155773702;5133;0.6630069749;154;0.0198915009;786;0.101524154;2092;0.2815991385;4981;0.6704805492;139;0.01871045901;217;0.02920985328;2669;0.3690542035;4563;0.6309457965;0;0;0;0;3740;0.4631578947;3016;0.373498452;0;0;1319;0.1633436533;1498;0.1907551254;3929;0.5003183497;519;0.06608939259;1907;0.2428371323;2369;0.3494100295;3480;0.5132743363;552;0.0814159292;379;0.05589970501;;;;;;;;;1887;0.2440506984;4508;0.5830315572;624;0.08070356958;713;;2424;0.3398766125;4708;0.6601233875;;0;;0;3546;0.4806832046;2470;0.3348244544;1361;0.1844923411;;0;4534;0.5497090204;3714;0.4502909796;;0;;0;3413;0.4309887612;3367;0.425179947;1139;0.1438312918;0;0
Llanquihue;LLANQUIHUE;Los Lagos;144;25;13;578;0.07761514704;1849;0.2482879012;219;0.02940781523;4801;0.6446891366;1850;0.2549262781;2789;0.3843185889;250;0.03444949704;2368;0.3263056359;1583;0.2057447362;2479;0.3221991162;194;0.02521445282;3438;0.4468416948;1626;0.2160510231;2660;0.3534414031;167;0.02218974223;3073;0.4083178315;3701;0.4579878728;4380;0.5420121272;0;0;0;0;1738;0.2215141473;3351;0.4270966097;874;0.1113943411;1883;0.2399949019;1648;0.2191489362;5270;0.7007978723;170;0.02260638298;432;0.05744680851;1920;0.260798696;5442;0.739201304;0;0;0;0;719;0.08842700775;5158;0.6343623171;0;0;2254;0.2772106752;1071;0.1393080125;3952;0.5140478668;1558;0.202653486;1107;0.1439906348;1607;0.2422734811;4151;0.6258103422;484;0.07296849088;391;0.05894768581;;;;;;;;;1499;0.1914676204;4899;0.6257504151;747;0.09541448461;684;;1953;0.2741822266;5170;0.7258177734;;0;;0;3114;0.4179865772;2822;0.3787919463;1514;0.2032214765;;0;3917;0.4960739615;3979;0.5039260385;;0;;0;3333;0.4069100232;3192;0.3896960078;1666;0.203393969;0;0
Los Muermos;LOS MUERMOS;Los Lagos;156;25;13;4377;0.564410058;3156;0.4069632495;222;0.02862669246;0;0;3157;0.4163259924;3326;0.4386126863;55;0.007253066069;1045;0.1378082553;5937;0.8115090213;0;0;1379;0.1884909787;0;0;2396;0.3252341523;4586;0.622505769;67;0.009094611104;318;0.04316546763;4260;0.5837215676;2565;0.3514661551;299;0.0409701288;174;0.02384214853;3081;0.4310296586;3047;0.4262730834;433;0.060576385;587;0.08212087297;2184;0.3213655091;4264;0.6274278988;133;0.01957033549;215;0.03163625662;2871;0.4406077348;3645;0.5593922652;0;0;0;0;5034;0.7137388345;1865;0.2644264852;154;0.02183468028;0;0;3184;0.4696165192;3192;0.4707964602;268;0.0395280236;136;0.02005899705;2140;0.3760323318;2751;0.4833948339;463;0.08135652785;337;0.05921630645;;;;;;;;;2318;0.3217656857;3905;0.5420599667;499;0.06926707385;482;;2820;0.411558669;4032;0.588441331;;0;;0;4006;0.5867018161;1796;0.2630345636;1026;0.1502636204;;0;5185;0.6649993587;2612;0.3350006413;;0;;0;4700;0.5647002283;2590;0.3111858705;1033;0.1241139012;0;0
Puerto Octay;PUERTO OCTAY;Los Lagos;236;25;13;2149;0.4458506224;2671;0.5541493776;0;0;0;0;1607;0.3420604513;2601;0.5536398467;109;0.02320136228;381;0.08109833972;1458;0.3040033361;3338;0.6959966639;0;0;0;0;1493;0.3223229706;2454;0.5297927461;177;0.03821243523;508;0.109671848;1945;0.4442667885;2300;0.5253540429;0;0;133;0.03037916857;1535;0.3563965637;2679;0.6220106803;0;0;93;0.02159275598;1111;0.2699878493;2692;0.6541919806;132;0.03207776428;180;0.04374240583;1301;0.3250874563;2701;0.6749125437;0;0;0;0;2400;0.5614035088;1310;0.3064327485;140;0.03274853801;425;0.09941520468;1615;0.3893442623;1926;0.4643201543;297;0.07160077146;310;0.07473481196;981;0.2744055944;2138;0.598041958;231;0.06461538462;225;0.06293706294;;;;;;;;;914;0.2102599494;2830;0.6510236945;321;0.07384403037;282;;1028;0.2572572573;2968;0.7427427427;;0;;0;1481;0.3805241521;1683;0.4324254882;728;0.1870503597;;0;1872;0.4398496241;2384;0.5601503759;;0;;0;1850;0.3797208539;2255;0.4628489327;767;0.1574302135;0;0
Puerto Varas;PUERTO VARAS;Los Lagos;237;25;13;6404;0.43935236;2719;0.186539517;206;0.01413282108;5247;0.3599753019;5770;0.4092779118;6981;0.4951766208;679;0.04816285998;668;0.04738260746;10047;0.634280303;5793;0.365719697;0;0;0;0;7474;0.4840987111;6933;0.4490575814;402;0.02603795583;630;0.04080575167;6032;0.3822802459;8695;0.5510488624;0;0;1052;0.06667089169;7728;0.5080533824;6653;0.4373808428;115;0.007560318191;715;0.04700545658;6913;0.42124185;7818;0.4763877887;616;0.03753579916;1064;0.06483456218;7021;0.4344140577;9141;0.5655859423;0;0;0;0;2282;0.150786309;2584;0.170741377;2314;0.1529007533;7954;0.5255715607;5857;0.4048244401;5087;0.3516035388;2445;0.1689936411;1079;0.07457837987;7873;0.4769491731;6085;0.3686314897;1654;0.1001999152;895;0.05421942206;;;;;;;;;5783;0.3359670017;7435;0.4319409748;2369;0.1376285366;1626;;7135;0.4688834856;8082;0.5311165144;;0;;0;9891;0.5503254882;4721;0.2626717855;3361;0.1870027263;;0;12184;0.628073612;7215;0.371926388;;0;;0;10088;0.5670601461;4478;0.2517144463;3224;0.1812254075;0;0
Puyehue;PUYEHUE;Los Lagos;246;25;13;3740;0.6017699115;2475;0.3982300885;0;0;0;0;3010;0.4931192661;3005;0.4923001311;89;0.01458060288;0;0;2791;0.4345321501;2509;0.3906274327;0;0;1123;0.1748404173;2170;0.3526161846;2578;0.4189145271;306;0.04972375691;1100;0.1787455314;2603;0.3989883507;3921;0.6010116493;0;0;0;0;2141;0.3353171496;3152;0.4936570086;408;0.06389976507;684;0.1071260767;1334;0.2408376963;3754;0.6777396642;153;0.0276223145;298;0.05380032497;1851;0.3457874089;3502;0.6542125911;0;0;0;0;2828;0.4798099762;2733;0.4636918901;333;0.0564981337;0;0;2022;0.3556102708;3390;0.5962011959;274;0.04818853324;0;0;1443;0.2932926829;2893;0.5880081301;229;0.04654471545;355;0.07215447154;;;;;;;;;1194;0.2016891892;3887;0.6565878378;441;0.07449324324;398;;1379;0.2599434496;3926;0.7400565504;;0;;0;2348;0.4320942216;2245;0.4131394921;841;0.1547662863;;0;2934;0.4903074866;3050;0.5096925134;;0;;0;2708;0.4161672045;2936;0.4512063931;863;0.1326264023;0;0
Purranque;PURRANQUE;Los Lagos;243;25;13;5123;0.4779809666;5276;0.4922560179;319;0.02976301549;0;0;6464;0.6173240378;3762;0.3592780059;146;0.01394327189;99;0.009454684366;1921;0.179214479;4441;0.4143110365;0;0;4357;0.4064744846;2946;0.2867153285;4343;0.422676399;101;0.009829683698;2885;0.2807785888;3999;0.3988629563;4326;0.4314781568;0;0;1701;0.1696588869;2563;0.264417621;5861;0.604663159;122;0.01258640256;1147;0.1183328175;2576;0.2722468823;6200;0.6552525893;187;0.01976326358;499;0.05273726485;3416;0.3724784647;5755;0.6275215353;0;0;0;0;1273;0.161241292;6622;0.838758708;0;0;0;0;2757;0.360250882;4723;0.6171436038;173;0.02260551418;0;0;2726;0.3460269104;4184;0.5310992638;493;0.06257933486;475;0.06029449099;;;;;;;;;2280;0.2267077657;6150;0.6115143681;761;0.07566868848;866;;2669;0.2979792341;6288;0.7020207659;;0;;0;4256;0.4840764331;3084;0.3507734304;1452;0.1651501365;;0;5371;0.5512110016;4373;0.4487889984;;0;;0;5321;0.4749196715;4283;0.3822741878;1600;0.1428061407;0;0
Río Negro;RIO NEGRO;Los Lagos;275;25;13;852;0.1156822811;3128;0.4247114732;192;0.02606924644;3193;0.4335369993;2025;0.2781593407;3998;0.5491758242;144;0.01978021978;1113;0.1528846154;3273;0.4448824249;1555;0.2113633274;0;0;2529;0.3437542477;2709;0.3882201204;2926;0.4193178561;319;0.04571510461;1024;0.1467469189;4240;0.5909407666;2935;0.4090592334;0;0;0;0;2584;0.3685636856;2567;0.3661389245;444;0.06332905434;1416;0.2019683355;1724;0.2661315221;3819;0.5895338067;138;0.02130287126;797;0.1230317999;2248;0.3583612307;4025;0.6416387693;0;0;0;0;3802;0.5994954273;1252;0.197414065;0;0;1288;0.2030905077;3626;0.5814624759;2593;0.4158114176;17;0.002726106479;0;0;2196;0.3845210996;2955;0.5174225179;252;0.04412537209;308;0.05393101033;;;;;;;;;1569;0.2282181818;4348;0.6324363636;412;0.05992727273;546;;1871;0.30017648;4362;0.69982352;;0;;0;2809;0.4568222475;2502;0.4068954302;838;0.1362823223;;0;3408;0.5085808088;3293;0.4914191912;;0;;0;3343;0.4467459575;3152;0.4212214353;988;0.1320326072;0;0
Calbuco;CALBUCO;Los Lagos;21;26;13;2279;0.2024338248;6524;0.5794990229;0;0;2455;0.2180671522;2956;0.2787101641;4751;0.4479539883;1785;0.1683009617;1114;0.1050348859;4256;0.3719629435;5935;0.5187030239;1251;0.1093340325;0;0;4273;0.3798897582;4546;0.4041607397;1659;0.1474928876;770;0.06845661451;4676;0.4143553389;5765;0.5108551174;844;0.07478954364;0;0;2498;0.2311037099;4310;0.3987417892;774;0.07160699417;3227;0.2985475067;3128;0.3161831598;5046;0.5100576165;1032;0.1043161832;687;0.06944304053;4435;0.4455942932;5518;0.5544057068;0;0;0;0;1870;0.1639487989;3491;0.3060669823;0;0;6045;0.5299842188;3726;0.336950624;4826;0.4364261168;1237;0.1118647133;1269;0.1147585458;3537;0.383248456;2800;0.3033914834;1947;0.210965435;945;0.1023946256;;;;;;;;;3181;0.2802890122;5647;0.497576879;1556;0.1371045907;965;;4017;0.3988680369;6054;0.6011319631;;0;;0;5556;0.4832985386;3076;0.2675713292;2864;0.2491301322;;0;7131;0.5768950732;5230;0.4231049268;;0;;0;7591;0.5872205461;2958;0.2288233929;2378;0.183956061;0;0
Cochamó;COCHAMO;Los Lagos;50;26;13;615;0.3016184404;1223;0.5998038254;17;0.008337420304;184;0.09024031388;864;0.4417177914;729;0.3726993865;17;0.008691206544;346;0.1768916155;124;0.05840791333;1018;0.4795101272;17;0.008007536505;964;0.454074423;687;0.3356130923;903;0.4411333659;12;0.005862237421;445;0.2173913043;1033;0.4755985267;1139;0.5244014733;0;0;0;0;675;0.3231211106;858;0.4107228339;120;0.05744375299;436;0.2087123025;507;0.3797752809;618;0.4629213483;92;0.06891385768;118;0.08838951311;593;0.4287780188;790;0.5712219812;0;0;0;0;885;0.4112453532;947;0.4400557621;0;0;320;0.1486988848;1080;0.5328071041;586;0.289097188;261;0.1287617168;100;0.04933399112;562;0.4891209748;275;0.2393385553;227;0.1975630983;85;0.07397737163;;;;;;;;;521;0.340078329;726;0.4738903394;181;0.1181462141;104;;652;0.4717800289;730;0.5282199711;;0;;0;836;0.5862552595;329;0.2307152875;261;0.183029453;;0;967;0.6258899676;578;0.3741100324;;0;;0;1421;0.6871373308;355;0.1716634429;292;0.1411992263;0;0
Maullín;MAULLIN;Los Lagos;171;26;13;2227;0.3092196612;4216;0.5853929464;224;0.03110247154;535;0.07428492086;2724;0.3785962474;3220;0.447533009;55;0.007644197359;1196;0.1662265462;3185;0.4504950495;3579;0.5062234795;306;0.043281471;0;0;1752;0.2505004289;3753;0.5366028024;116;0.01658564484;1373;0.1963111238;2479;0.3403349808;2565;0.3521416804;0;0;2240;0.3075233388;1806;0.2565705356;2889;0.4104276176;1077;0.1530046882;1267;0.1799971587;1871;0.3216434588;3293;0.5660993639;415;0.07134261647;238;0.04091456077;2329;0.4014133058;3473;0.5985866942;0;0;0;0;1290;0.1970368108;2856;0.4362303345;0;0;2401;0.3667328547;1876;0.3046443651;3724;0.6047417993;558;0.09061383566;0;0;1796;0.37176568;1975;0.4088180501;755;0.1562823432;305;0.06313392672;;;;;;;;;1879;0.2975455265;3379;0.5350752177;659;0.104354711;398;;2286;0.3946823204;3506;0.6053176796;;0;;0;2931;0.5109832636;1791;0.3122384937;1014;0.1767782427;;0;3678;0.5737909516;2732;0.4262090484;;0;;0;4199;0.5475290129;2154;0.2808710392;1316;0.1715999478;0;0
Puerto Montt;PUERTO MONTT;Los Lagos;235;26;13;14898;0.2590145694;39748;0.6910532355;2872;0.04993219514;0;0;18511;0.3401506799;31582;0.580338111;4327;0.07951120911;0;0;18138;0.2974808109;38724;0.6351111986;4110;0.06740799055;0;0;16786;0.3004044526;32054;0.5736425785;3179;0.05689179999;3859;0.06906116898;18292;0.3662428672;22296;0.4464110522;5323;0.106577235;4034;0.08076884573;13422;0.2793282138;24833;0.5168050613;6057;0.1260535681;3739;0.07781315685;19502;0.2922786404;33797;0.5065193933;6590;0.09876506205;6835;0.1024369043;20937;0.3101318323;46573;0.6898681677;0;0;0;0;10309;0.2471174821;22742;0.5451494595;2948;0.07066663471;5718;0.1370664238;11441;0.2926685767;19974;0.5109485317;5759;0.1473191446;1918;0.04906374706;22958;0.3471069382;20575;0.3110778488;15811;0.2390499085;6797;0.1027653044;;;;;;;;;18765;0.2647208193;32038;0.4519651271;11556;0.1630223175;8527;;23698;0.4057390381;34709;0.5942609619;;0;;0;33511;0.4564225494;20809;0.2834202749;19101;0.2601571757;;0;43471;0.5570134413;34572;0.4429865587;;0;;0;36447;0.5135405512;17527;0.2469565462;16998;0.2395029026;0;0
Ancud;ANCUD;Los Lagos;7;26;13;5486;0.3261399441;9519;0.5658997681;0;0;1816;0.1079602877;5873;0.3557238038;8163;0.4944276196;742;0.04494245912;1732;0.1049061175;8896;0.5048808173;7068;0.4011350738;785;0.04455164586;871;0.04943246311;5423;0.3159888125;9110;0.5308239133;858;0.04999417317;1771;0.103193101;7551;0.4456444759;8523;0.503009915;489;0.02885977337;381;0.02248583569;5702;0.3439290669;9753;0.5882743229;750;0.04523795163;374;0.02255865854;7154;0.4824005394;5332;0.35954147;1749;0.117936615;595;0.04012137559;4859;0.3306566859;9836;0.6693433141;0;0;0;0;4554;0.2906375646;3873;0.2471759525;0;0;7242;0.4621864829;5036;0.3356662001;5997;0.399720056;2950;0.1966273412;1020;0.06798640272;5929;0.4331847739;3888;0.2840651713;1563;0.1141959524;2307;0.1685541024;;;;;;;;;4345;0.2749651943;7902;0.5000632831;2157;0.1365017086;1398;;5269;0.3845143399;8434;0.6154856601;;0;;0;6632;0.4388274995;4515;0.298749421;3966;0.2624230795;;0;8198;0.5132732281;7774;0.4867267719;;0;;0;10143;0.5328045385;4894;0.2570783212;4000;0.2101171403;0;0
