comuna;comuna_servel;region;ud;dto;cir;X04alc_cd_v;X04alc_cd_p;X04alc_ci_v;X04alc_ci_p;X04alc_iz_v;X04alc_iz_p;X04alc_ot_v;X04alc_ot_p;X04con_cd_v;X04con_cd_p;X04con_ci_v;X04con_ci_p;X04con_iz_v;X04con_iz_p;X04con_ot_v;X04con_ot_p;X08alc_cd_v;X08alc_cd_p;X08alc_ci_v;X08alc_ci_p;X08alc_iz_v;X08alc_iz_p;X08alc_ot_v;X08alc_ot_p;X08con_cd_v;X08con_cd_p;X08con_ci_v;X08con_ci_p;X08con_iz_v;X08con_iz_p;X08con_ot_v;X08con_ot_p;X12alc_cd_v;X12alc_cd_p;X12alc_ci_v;X12alc_ci_p;X12alc_iz_v;X12alc_iz_p;X12alc_ot_v;X12alc_ot_p;X12con_cd_v;X12con_cd_p;X12con_ci_v;X12con_ci_p;X12con_iz_v;X12con_iz_p;X12con_ot_v;X12con_ot_p;X13dip_cd_v;X13dip_cd_p;X13dip_ci_v;X13dip_ci_p;X13dip_iz_v;X13dip_iz_p;X13dip_ot_v;X13dip_ot_p;X13sen_cd_v;X13sen_cd_p;X13sen_ci_v;X13sen_ci_p;X13sen_iz_v;X13sen_iz_p;X13sen_ot_v;X13sen_ot_p;X16alc_cd_v;X16alc_cd_p;X16alc_ci_v;X16alc_ci_p;X16alc_iz_v;X16alc_iz_p;X16alc_ot_v;X16alc_ot_p;X16con_cd_v;X16con_cd_p;X16con_ci_v;X16con_ci_p;X16con_iz_v;X16con_iz_p;X16con_ot_v;X16con_ot_p;X17dip_cd_v;X17dip_cd_p;X17dip_ci_v;X17dip_ci_p;X17dip_iz_v;X17dip_iz_p;X17dip_ot_v;X17dip_ot_p;X17sen_cd_v;X17sen_cd_p;X17sen_ci_v;X17sen_ci_p;X17sen_iz_v;X17sen_iz_p;X17sen_ot_v;X17sen_ot_p;X13pr1_cd_v;X13pr1_cd_p;X13pr1_ci_v;X13pr1_ci_p;X13pr1_iz_v;X13pr1_iz_p;X13p17_ot_v;X13pr1_ot_p;X13pr2_cd_v;X13pr2_cd_p;X13pr2_ci_v;X13pr2_ci_p;X13pr2_iz_v;X13pr2_iz_p;X13p17_ot_v;X13pr2_ot_p;X17pr1_cd_v;X17pr1_cd_p;X17pr1_ci_v;X17pr1_ci_p;X17pr1_iz_v;X17pr1_iz_p;X17pr1_ot_v;X17pr1_ot_p;X17pr2_cd_v;X17pr2_cd_p;X17pr2_ci_v;X17pr2_ci_p;X17pr2_iz_v;X17pr2_iz_p;X17pr2_ot_v;X17pr2_ot_p;X09pr1_cd_v;X09pr1_cd_p;X09pr1_ci_v;X09pr1_ci_p;X09pr1_iz_v;X09pr1_iz_p;X09pr1_ot_v;X09pr1_ot_p
La Ligua;LA LIGUA;Valparaíso;124;6;6;5362;0.3551934287;1613;0.1068494966;6911;0.4578033916;1210;0.08015368309;5182;0.3534065335;5980;0.40782923;2984;0.2035054218;517;0.0352588147;5116;0.3313471503;0;0;6489;0.4202720207;3835;0.248380829;4585;0.3040450928;5540;0.3673740053;4003;0.2654509284;952;0.06312997347;6604;0.4360515021;7841;0.5177286233;0;0;700;0.04621987455;4084;0.2782964225;9163;0.62439523;66;0.004497444634;1362;0.0928109029;4847;0.3505206827;6045;0.4371564941;2428;0.175585768;508;0.03673705525;;;;;;;;;5829;0.4063436738;6860;0.4782154061;825;0.05751132799;831;0.05792959219;4435;0.3190188462;7571;0.5445978996;797;0.05732988059;1099;0.07905337362;4153;0.3194615385;6163;0.4740769231;2254;0.1733846154;430;0.03307692308;0;;0;;0;;0;;3047;0.2071380014;8285;0.5632222978;1969;0.1338545207;1409;;3950;0.3008377761;9180;0.6991622239;;0;;0;5990;0.4110341042;4820;0.3307486448;3763;0.2582172511;;0;7824;0.5043186799;7690;0.4956813201;;0;;0;6124;0.3792420114;5506;0.3409710181;4518;0.2797869705;0;0
Nogales;NOGALES;Valparaíso;186;6;6;2101;0.2038816109;4506;0.4372634643;2095;0.2032993692;1603;0.1555555556;2094;0.2086072923;4497;0.4479976091;2583;0.2573221757;864;0.08607292289;1142;0.1144059307;7525;0.7538569425;1315;0.1317371268;0;0;1566;0.1554033939;5538;0.5495683239;1828;0.1814031954;1145;0.1136250868;3053;0.3187513051;5718;0.5969931092;0;0;807;0.08425558572;2425;0.2559096665;6796;0.7171802448;255;0.02691008864;0;0;3852;0.4138375591;4608;0.4950580146;396;0.04254404813;452;0.04856037817;;;;;;;;;929;0.1059534672;1657;0.1889826642;0;0;6182;0.7050638686;1738;0.2015306122;5155;0.5977504638;305;0.03536641929;1426;0.1653525046;2463;0.3213307241;3260;0.42530985;1383;0.1804305284;559;0.07292889759;0;;0;;0;;0;;1544;0.1560857258;5824;0.5887585928;1293;0.1307116862;1231;;2122;0.245573429;6519;0.754426571;;0;;0;3315;0.3719286436;3025;0.3393918995;2573;0.288679457;;0;4381;0.4659646884;5021;0.5340353116;;0;;0;3350;0.314406382;3126;0.2933833881;4179;0.3922102299;0;0
Papudo;PAPUDO;Valparaíso;204;6;6;1923;0.6045268783;1211;0.3806978937;47;0.01477522792;0;0;1655;0.5207677785;1333;0.4194461926;118;0.03713027061;72;0.02265575834;2221;0.6821253071;1035;0.3178746929;0;0;0;0;1682;0.506626506;1150;0.3463855422;144;0.04337349398;344;0.1036144578;1933;0.5673613149;1474;0.4326386851;0;0;0;0;1786;0.526222746;1380;0.4065998821;228;0.06717737183;0;0;1314;0.5061633282;953;0.3671032357;232;0.08936825886;97;0.0373651772;;;;;;;;;1748;0.4919786096;304;0.08556149733;0;0;1501;0.422459893;1957;0.5575498575;1043;0.2971509972;171;0.04871794872;339;0.09658119658;1592;0.5982713266;674;0.2532882375;313;0.117624953;82;0.0308154829;0;;0;;0;;0;;917;0.3317655572;1194;0.4319826339;397;0.1436324168;256;;1134;0.4436619718;1422;0.5563380282;;0;;0;1576;0.5318933513;688;0.2321970975;699;0.2359095511;;0;1956;0.6150943396;1224;0.3849056604;;0;;0;1524;0.4527629234;926;0.275103981;916;0.2721330957;0;0
Petorca;PETORCA;Valparaíso;217;6;6;1415;0.2836239727;2142;0.429344558;1076;0.2156744839;356;0.07135698537;1550;0.3155537459;2481;0.5050895765;781;0.1589983713;100;0.02035830619;466;0.08952929875;1259;0.241882805;650;0.1248799232;2830;0.5437079731;713;0.1404372661;2865;0.5643096317;901;0.1774670081;598;0.1177860942;385;0.07418111753;1420;0.2736030829;0;0;3385;0.6522157996;1058;0.2013703845;2708;0.5154168253;0;0;1488;0.2832127903;1169;0.2781346657;2327;0.5536521532;484;0.1151558411;223;0.05305734;;;;;;;;;666;0.1419739928;1005;0.2142400341;1058;0.2255382648;1962;0.4182477084;1207;0.2634220864;2626;0.5731121781;327;0.07136621563;422;0.09209951986;661;0.1885339418;2077;0.5924130063;623;0.1776953793;145;0.04135767256;0;;0;;0;;0;;608;0.1320304017;3162;0.6866449511;481;0.104451683;354;;794;0.1866039953;3461;0.8133960047;;0;;0;1116;0.2717973697;1742;0.4242571846;1248;0.3039454457;;0;1515;0.3464440887;2858;0.6535559113;;0;;0;1458;0.2837127846;2161;0.4205098268;1520;0.2957773886;0;0
Puchuncaví;PUCHUNCAVI;Valparaíso;231;6;6;2402;0.3263586957;2955;0.4014945652;56;0.007608695652;1947;0.2645380435;3058;0.4246632412;3364;0.4671573393;437;0.06068601583;342;0.04749340369;1850;0.2428458913;2751;0.3611184038;113;0.01483328958;2904;0.3812024153;3184;0.4197758734;3928;0.5178642057;347;0.04574818721;126;0.01661173368;140;0.01838235294;799;0.1049107143;0;0;6677;0.8767069328;1684;0.2233718;3744;0.4966175885;980;0.1299907149;1131;0.1500198965;3176;0.5300400534;2272;0.3791722296;290;0.04839786382;254;0.04238985314;;;;;;;;;2031;0.2671665351;1474;0.1938963431;0;0;4097;0.5389371218;3149;0.4272147605;3639;0.4936914937;583;0.07909374576;0;0;2322;0.4258206492;1734;0.3179900972;1140;0.2090592334;257;0.04713002017;2636;0.451756641;1876;0.3215081405;828;0.1419023136;495;0.08483290488;1604;0.2456355283;3085;0.4724349158;1184;0.1813169985;657;;2229;0.385440083;3554;0.614559917;;0;;0;2970;0.4541978896;1765;0.2699189479;1804;0.2758831626;;0;3977;0.5506022428;3246;0.4493977572;;0;;0;3382;0.4395061728;1852;0.2406757635;2461;0.3198180637;0;0
Quillota;QUILLOTA;Valparaíso;254;6;6;12604;0.3811770399;18562;0.5613621242;1900;0.0574608359;0;0;11143;0.3452196543;18508;0.5733936427;1255;0.03888097156;1372;0.04250573146;14377;0.4178996018;18076;0.5254192948;1079;0.03136354388;871;0.02531755952;12109;0.3675854532;15820;0.4802379941;1678;0.05093801226;3335;0.1012385405;8930;0.3034628063;20497;0.6965371937;0;0;0;0;9511;0.3383132359;16979;0.6039554654;852;0.03030626401;771;0.02742503468;16156;0.5205567728;11576;0.3729862096;1873;0.06034927181;1431;0.04610774584;;;;;;;;;4223;0.1789785972;17398;0.7373596101;1233;0.05225683408;741;0.03140495868;6841;0.3047080308;13251;0.5902186985;1100;0.0489955904;1259;0.05607768028;12247;0.4082469416;10914;0.3638121271;5749;0.1916397213;1089;0.03630121004;0;;0;;0;;0;;8459;0.257347125;14429;0.4389717067;5585;0.1699117737;4397;;11525;0.4139280968;16318;0.5860719032;;0;;0;15474;0.4612633022;8230;0.245327451;9843;0.2934092467;;0;20368;0.5808144177;14700;0.4191855823;;0;;0;18031;0.4885920225;8038;0.2178083677;10835;0.2935996098;0;0
Quintero;QUINTERO;Valparaíso;259;6;6;4988;0.4729306912;4898;0.464397459;0;0;661;0.06267184982;4648;0.4497339139;4117;0.398355104;1057;0.1022738268;513;0.0496371553;2797;0.2450284713;1760;0.1541830924;0;0;6858;0.6007884363;3916;0.351462933;4092;0.3672590199;664;0.05959432777;2470;0.2216837193;1721;0.1565969063;4542;0.4132848044;0;0;4727;0.4301182894;2960;0.2774913284;4352;0.4079872504;1975;0.185150464;1380;0.1293709572;5343;0.551450098;3639;0.3755805553;331;0.03416245227;376;0.03880689442;;;;;;;;;0;0;2404;0.2135939582;0;0;8851;0.7864060418;3508;0.3229013255;3877;0.3568667158;1566;0.1441458027;1913;0.1760861561;3677;0.4159031784;2772;0.3135391924;1926;0.2178486597;466;0.05270896957;3818;0.4010082974;3081;0.3236004621;1351;0.1418968596;1271;0.1334943808;2523;0.243391858;4815;0.4644993247;1599;0.1542542929;1429;;3552;0.3941848851;5459;0.6058151149;;0;;0;4659;0.4417369868;2838;0.2690812553;3050;0.2891817578;;0;6052;0.5450779069;5051;0.4549220931;;0;;0;5343;0.45245152;2656;0.2249132018;3810;0.3226352782;0;0
Zapallar;ZAPALLAR;Valparaíso;346;6;6;2133;0.5518758085;1587;0.4106080207;145;0.03751617076;0;0;1977;0.4981103553;1559;0.3927941547;433;0.10909549;0;0;2784;0.6168845557;1729;0.3831154443;0;0;0;0;2729;0.5948125545;1483;0.3232345248;110;0.02397558849;266;0.05797733217;2629;0.6345643254;0;0;0;0;1514;0.3654356746;2433;0.5779097387;1639;0.3893111639;138;0.03277909739;0;0;2359;0.6356777149;1014;0.2732417138;221;0.05955268122;117;0.03152789006;;;;;;;;;2046;0.5001222195;2045;0.4998777805;0;0;0;0;2616;0.6312741313;1528;0.3687258687;0;0;0;0;2355;0.6416893733;814;0.2217983651;403;0.1098092643;98;0.02670299728;0;;0;;0;;0;;1616;0.407360726;1416;0.3569447946;630;0.158810184;305;;1930;0.534034311;1684;0.465965689;;0;;0;2582;0.632533072;735;0.1800587947;765;0.1874081333;;0;3326;0.7246187364;1264;0.2753812636;;0;;0;2526;0.521039604;1002;0.2066831683;1320;0.2722772277;0;0
Calle Larga;CALLE LARGA;Valparaíso;24;6;6;2672;0.4904552129;1977;0.3628854626;603;0.1106828194;196;0.03597650514;1742;0.3270133283;2537;0.4762530505;934;0.1753332082;114;0.02140041299;2507;0.4496054519;2579;0.462517934;176;0.03156384505;314;0.05631276901;1364;0.2519394163;3037;0.5609530846;779;0.1438862209;234;0.04322127817;0;0;4208;0.7007493755;0;0;1797;0.2992506245;1671;0.2872121004;3039;0.5223444483;508;0.0873152286;600;0.1031282228;1847;0.336184929;3350;0.6097560976;297;0.05405897343;0;0;;;;;;;;;584;0.1182186235;3973;0.8042510121;383;0.07753036437;0;0;1483;0.3062151559;2690;0.5554408425;591;0.1220317985;79;0.01631220318;1628;0.3407283382;1940;0.4060276266;1002;0.2097111762;208;0.04353285894;0;;0;;0;;0;;1016;0.1781518499;3541;0.62090128;661;0.1159039102;485;;1184;0.2314308053;3932;0.7685691947;;0;;0;2184;0.4042947057;2061;0.381525361;1157;0.2141799334;;0;2879;0.5120042682;2744;0.4879957318;;0;;0;2140;0.3657494445;2323;0.3970261494;1388;0.2372244061;0;0
Catemu;CATEMU;Valparaíso;33;6;6;3202;0.4893779612;1056;0.161393856;253;0.03866727801;2032;0.3105609048;3143;0.4866831836;2095;0.3244038402;822;0.1272839889;398;0.0616289873;2704;0.4134556575;2513;0.3842507645;1323;0.202293578;0;0;2145;0.334424696;2572;0.4009978173;697;0.1086685376;1000;0.1559089492;2618;0.4168126095;1423;0.2265562808;931;0.148224805;1309;0.2084063047;1507;0.2497100249;2759;0.4571665286;927;0.1536039768;842;0.1395194698;1435;0.2590720347;3677;0.6638382379;427;0.07708972739;0;0;;;;;;;;;3320;0.5978750225;2233;0.4021249775;0;0;0;0;2837;0.5316716642;2288;0.4287856072;211;0.03954272864;0;0;1399;0.3178822995;1771;0.4024085435;1029;0.2338104976;202;0.0458986594;0;;0;;0;;0;;1008;0.1716621253;3635;0.6190395095;682;0.1161444142;547;;1296;0.2475644699;3939;0.7524355301;;0;;0;2099;0.3965614963;1901;0.3591535991;1293;0.2442849046;;0;2797;0.4816600654;3010;0.5183399346;;0;;0;2620;0.3915122534;2160;0.3227734608;1912;0.2857142857;0;0
Llaillay;LLAY-LLAY;Valparaíso;143;6;6;3272;0.3051954109;6579;0.6136554426;425;0.03964182446;445;0.04150732208;3287;0.3133161758;5563;0.5302640358;1395;0.1329711181;246;0.02344867029;1483;0.1396553348;6424;0.6049533854;444;0.04181184669;2268;0.2135794331;2947;0.282523248;4780;0.4582494488;1293;0.1239574346;1411;0.1352698687;4305;0.4242215215;5843;0.5757784785;0;0;0;0;1865;0.186146322;6887;0.6873939515;42;0.004192035133;1225;0.1222676914;3046;0.3166320166;5702;0.5927234927;872;0.09064449064;0;0;;;;;;;;;513;0.06397306397;6955;0.8673151266;551;0.06871180945;0;0;1937;0.2413105768;5102;0.6356048337;892;0.1111249533;96;0.01195963623;2373;0.2957377866;2843;0.3543120638;2511;0.3129361914;297;0.03701395813;0;;0;;0;;0;;1827;0.1774820284;5936;0.5766465902;1606;0.1560132116;925;;2462;0.2713246639;6612;0.7286753361;;0;;0;3353;0.3547397376;3107;0.3287134998;2992;0.3165467626;;0;4629;0.4593173249;5449;0.5406826751;;0;;0;4446;0.4020982183;3737;0.3379759428;2874;0.2599258388;0;0
Los Andes;LOS ANDES;Valparaíso;153;6;6;14575;0.5682925878;8154;0.3179319219;1998;0.0779038484;920;0.03587164191;10638;0.430670823;11795;0.4775110319;2268;0.09181814501;0;0;10901;0.4207255886;12056;0.4653029718;1830;0.07062910073;1123;0.04334233887;8196;0.3327108874;12358;0.5016643663;1658;0.06730535033;2422;0.09831939596;7371;0.3713537206;10363;0.522091793;2115;0.1065544864;0;0;6269;0.3186924915;10779;0.5479640079;620;0.03151847898;2003;0.1018250216;10202;0.4114871133;12410;0.5005445085;2181;0.08796837817;0;0;;;;;;;;;8687;0.4520006244;6695;0.3483531922;553;0.02877360945;3284;0.170872574;6910;0.3792535675;9289;0.5098243688;547;0.0300219539;1474;0.08090010977;8664;0.377862096;7194;0.3137511448;6242;0.2722316717;829;0.03615508744;42;0.35;54;0.45;0;0;24;0.2;5713;0.2204769991;12397;0.4784269836;4363;0.1683775857;3439;;7508;0.3481244494;14059;0.6518755506;;0;;0;11306;0.4347792647;7935;0.3051453623;6763;0.260075373;;0;14979;0.5437813113;12567;0.4562186887;;0;;0;11908;0.4205990393;8924;0.3152020345;7480;0.2641989263;0;0
Panquehue;PANQUEHUE;Valparaíso;203;6;6;1294;0.382613838;2088;0.617386162;0;0;0;0;795;0.2361152361;2019;0.5996435996;322;0.09563409563;231;0.06860706861;1697;0.4728336584;1187;0.3307327947;70;0.01950404012;635;0.1769295068;1457;0.4149814868;1578;0.4494446027;317;0.09028766733;159;0.04528624324;1887;0.5017282638;1477;0.3927147035;303;0.08056367987;94;0.02499335283;1216;0.3278511728;1903;0.5130763009;345;0.09301698571;245;0.06605554058;1089;0.3489266261;1826;0.5850688882;206;0.06600448574;0;0;;;;;;;;;1991;0.5624293785;1549;0.4375706215;0;0;0;0;1731;0.4982728843;1589;0.4573978123;154;0.0443293034;0;0;1013;0.3927879023;1036;0.4017060876;455;0.1764249709;75;0.02908103916;0;;0;;0;;0;;673;0.2033847084;1972;0.5959504382;352;0.1063765488;312;;869;0.2883211679;2145;0.7116788321;;0;;0;1316;0.4320420223;1038;0.3407747866;692;0.2271831911;;0;1681;0.5121876904;1601;0.4878123096;;0;;0;1441;0.4086783891;1348;0.3823028928;737;0.2090187181;0;0
Putaendo;PUTAENDO;Valparaíso;244;6;6;3052;0.433584316;1463;0.207842023;197;0.02798692996;2327;0.3305867311;2783;0.4057442776;2415;0.3520921417;1315;0.1917189095;346;0.05044467123;3541;0.4829514457;3791;0.5170485543;0;0;0;0;2659;0.3741381736;3391;0.4771352188;653;0.09188124384;404;0.05684536373;2125;0.2960022287;5054;0.7039977713;0;0;0;0;1847;0.2736296296;4592;0.6802962963;93;0.01377777778;218;0.0322962963;1846;0.3008474576;3893;0.634452412;397;0.06470013038;0;0;;;;;;;;;1735;0.3030038421;3991;0.6969961579;0;0;0;0;1165;0.2103647526;3815;0.6888768508;246;0.04442036836;312;0.05633802817;1294;0.2613085622;2653;0.5357431341;842;0.1700323102;163;0.03291599354;0;;0;;0;;0;;1027;0.1555353627;4196;0.6354687263;757;0.1146448584;623;;1347;0.2274953555;4574;0.7725046445;;0;;0;2006;0.3433167893;2291;0.3920931029;1546;0.2645901078;;0;2752;0.4342748935;3585;0.5657251065;;0;;0;2712;0.3624699278;2723;0.363940123;2047;0.2735899492;0;0
Rinconada;RINCONADA;Valparaíso;270;6;6;2481;0.5515784793;1343;0.2985771454;674;0.1498443753;0;0;2099;0.4774795268;1788;0.406733394;509;0.1157870792;0;0;3163;0.705396967;1321;0.294603033;0;0;0;0;1846;0.408768822;1935;0.4284765279;486;0.1076173605;249;0.05513728964;2566;0.4935564532;2633;0.5064435468;0;0;0;0;2155;0.424379677;2642;0.5202835762;0;0;281;0.05533674675;1501;0.3529273454;2513;0.590877028;239;0.05619562662;0;0;;;;;;;;;2417;0.4273338048;3239;0.5726661952;0;0;0;0;1941;0.3558855886;3149;0.5773744041;0;0;364;0.06674000733;1406;0.3720560995;1620;0.4286848373;610;0.1614183646;143;0.0378406986;0;;0;;0;;0;;894;0.2026291931;2587;0.5863553944;566;0.1282864914;365;;1136;0.2820258193;2892;0.7179741807;;0;;0;1883;0.4333716916;1548;0.3562715765;914;0.2103567319;;0;2517;0.5256892231;2271;0.4743107769;;0;;0;1845;0.382621319;1697;0.3519286603;1280;0.2654500207;0;0
San Esteban;SAN ESTEBAN;Valparaíso;285;6;6;1245;0.1742233417;1449;0.2027707809;0;0;4452;0.6230058774;2380;0.3382603752;3372;0.4792495736;1284;0.1824900512;0;0;934;0.1228947368;2237;0.2943421053;0;0;4429;0.5827631579;1783;0.2405234048;2931;0.3953864832;457;0.06164845542;2242;0.3024416565;2541;0.3429612633;0;0;329;0.04440545283;4539;0.6126332838;1352;0.1865857025;2811;0.3879381728;469;0.06472536572;2614;0.360750759;2466;0.3438850927;4302;0.5999163297;403;0.0561985776;0;0;;;;;;;;;595;0.08108476424;3017;0.4111474516;0;0;3726;0.5077677841;2429;0.35;3662;0.5276657061;451;0.06498559078;398;0.05734870317;2150;0.3476714101;2327;0.3762936611;1476;0.2386804657;231;0.03735446313;0;;0;;0;;0;;1401;0.1868;4355;0.5806666667;896;0.1194666667;848;;1755;0.269502457;4757;0.730497543;;0;;0;3058;0.4215605183;2675;0.3687620623;1521;0.2096774194;;0;4110;0.5253067485;3714;0.4746932515;;0;;0;2991;0.3752352277;3167;0.3973152678;1813;0.2274495045;0;0
San Felipe;SAN FELIPE;Valparaíso;287;6;6;14812;0.5588168717;10546;0.3978721799;1148;0.04331094846;0;0;10550;0.4134660605;11416;0.4474055495;2440;0.09562627371;1110;0.04350211632;11667;0.4490934986;2620;0.1008506871;1699;0.0653989761;9993;0.3846568382;10347;0.4127243718;9668;0.3856402074;2839;0.1132429198;2216;0.088392501;6272;0.2583941004;8228;0.3389774647;0;0;9773;0.4026284349;8084;0.3464472444;12560;0.5382703351;1681;0.07204079883;1009;0.04324162167;10501;0.4024142556;13244;0.5075301782;2350;0.0900555662;0;0;;;;;;;;;2075;0.09490486645;0;0;448;0.0204903037;19341;0.8846048299;7185;0.3455988456;9643;0.4638287638;3370;0.1620971621;592;0.02847522848;9537;0.4020488175;8768;0.3696302854;4590;0.1934994309;826;0.03482146621;4651;0.2837359688;6451;0.393545632;1794;0.109443631;3496;0.2132747682;6029;0.2188067068;13118;0.4760833273;4450;0.1615010525;3957;;8212;0.3562071658;14842;0.6437928342;;0;;0;11499;0.4204695042;8207;0.3000950709;7642;0.2794354249;;0;15266;0.5250378319;13810;0.4749621681;;0;;0;12967;0.4522688431;7994;0.2788183182;7710;0.2689128388;0;0
Santa María;SANTA MARIA;Valparaíso;308;6;6;2289;0.3458748867;4158;0.6282864914;171;0.02583862194;0;0;2954;0.4521659268;3477;0.5322210317;102;0.01561304148;0;0;934;0.1364499635;5911;0.8635500365;0;0;0;0;1995;0.3008595989;4248;0.6406273564;175;0.02639119288;213;0.03212185191;564;0.08262525637;6262;0.9173747436;0;0;0;0;1782;0.2688593844;3989;0.6018406759;363;0.05476765238;494;0.07453228727;1994;0.3339474125;3654;0.611957796;323;0.05409479149;0;0;;;;;;;;;0;0;4919;1;0;0;0;0;2040;0.3956555469;3116;0.6043444531;0;0;0;0;1450;0.3017062006;2436;0.506866417;752;0.1564710778;168;0.03495630462;1083;0.2094777563;2463;0.4764023211;421;0.08143133462;1203;0.232688588;1166;0.1862619808;3689;0.5892971246;695;0.1110223642;710;;1505;0.267936621;4112;0.732063379;;0;;0;2240;0.3957597173;2234;0.3946996466;1186;0.209540636;;0;3005;0.4864033668;3173;0.5135966332;;0;;0;2789;0.3958836054;2675;0.3797019163;1581;0.2244144784;0;0
Limache;LIMACHE;Valparaíso;140;6;6;9184;0.5414775072;5832;0.3438476505;413;0.02434997936;1532;0.09032486292;7067;0.4294482256;6627;0.4027102577;2192;0.1332036947;570;0.03463782207;4656;0.2607672921;0;0;2335;0.1307756931;10864;0.6084570148;7612;0.4490060756;6064;0.3576948033;985;0.05810181089;2292;0.1351973102;9787;0.6439663114;5411;0.3560336886;0;0;0;0;6286;0.4351980061;5604;0.3879811687;807;0.05587094988;1747;0.1209498754;7114;0.4577863578;6902;0.4441441441;1524;0.09806949807;0;0;;;;;;;;;7583;0.592746033;2785;0.2176971781;0;0;2425;0.1895567889;5126;0.4018501098;5199;0.4075729069;1122;0.08795860771;1309;0.1026183757;6347;0.4116083009;4112;0.2666666667;4478;0.2904020752;483;0.0313229572;0;;0;;0;;0;;4402;0.2653245736;7281;0.4388523898;2779;0.1675004521;2129;;6053;0.4165577042;8478;0.5834422958;;0;;0;7862;0.4589340961;4351;0.2539840056;4918;0.2870818983;;0;10106;0.5588365406;7978;0.4411634594;;0;;0;9377;0.4967157538;4014;0.2126284564;5487;0.2906557898;0;0
Olmué;OLMUE;Valparaíso;192;6;6;1685;0.2229425774;2316;0.3064302726;0;0;3557;0.47062715;2808;0.3890813357;3355;0.4648746016;945;0.1309408341;109;0.01510322849;0;0;4737;0.6501509745;567;0.07782047763;1982;0.2720285479;1796;0.2441212451;3182;0.4325132527;621;0.08440940601;1758;0.2389560962;3921;0.5256032172;3310;0.4436997319;0;0;229;0.03069705094;2816;0.3769241065;3636;0.4866818364;393;0.05260339981;626;0.08379065721;2624;0.4085954531;3155;0.4912799751;643;0.1001245718;0;0;;;;;;;;;3710;0.4792662447;1853;0.2393747578;0;0;2178;0.2813589975;3536;0.4720331064;2747;0.3667067147;536;0.0715525297;672;0.08970764918;2549;0.4156881931;1774;0.2893020222;1608;0.2622309198;201;0.03277886497;0;;0;;0;;0;;1951;0.2829586657;3231;0.4686004351;1046;0.1517041334;667;;2546;0.4074903969;3702;0.5925096031;;0;;0;3620;0.5050223214;1736;0.2421875;1812;0.2527901786;;0;4734;0.600456621;3150;0.399543379;;0;;0;4041;0.5011782215;1893;0.2347761379;2129;0.2640456406;0;0
Quilpué;QUILPUE;Valparaíso;255;6;6;21453;0.4369424416;21946;0.4469835839;2001;0.04075522425;3698;0.07531875025;21256;0.4442308094;21415;0.4475537629;2757;0.05761875901;2421;0.05059666869;20553;0.3992579354;25867;0.5024864991;2454;0.04767084968;2604;0.0505847158;20705;0.4193587588;18959;0.3839953011;4210;0.08526927673;5499;0.1113766634;6835;0.1769441856;24330;0.6298539919;7463;0.1932018225;0;0;12727;0.3451670644;19102;0.5180624864;4095;0.1110598828;948;0.02571056628;22760;0.4095292932;24383;0.4387325464;8433;0.1517381604;0;0;;;;;;;;;12357;0.3337564823;18585;0.501971694;4062;0.1097126188;2020;0.05455920484;14683;0.4179142711;15825;0.4504183981;3346;0.09523538453;1280;0.03643194626;23418;0.4094055944;17661;0.3087587413;14772;0.2582517483;1349;0.02358391608;56;0.380952381;44;0.2993197279;35;0.2380952381;12;0.08163265306;14863;0.2539902252;22139;0.3783280358;12889;0.2202570149;8627;;20664;0.4337804648;26973;0.5662195352;;0;;0;26204;0.4196803229;15125;0.2422403024;21109;0.3380793747;;0;33540;0.5282804895;29949;0.4717195105;;0;;0;28076;0.457018215;14083;0.2292416128;19274;0.3137401722;0;0
Villa Alemana;VILLA ALEMANA;Valparaíso;339;6;6;14810;0.4547408499;12774;0.3922254974;1681;0.05161508229;3303;0.1014185704;15243;0.4785270296;14071;0.4417341621;2540;0.07973880831;0;0;11935;0.3337807982;6200;0.1733926224;2136;0.05973655508;15486;0.4330900243;13964;0.4129039889;14807;0.4378308052;2632;0.0778260741;2416;0.07143913185;14490;0.5004662729;5075;0.1752840811;3651;0.1261009222;5737;0.1981487238;9027;0.3288165228;13304;0.4846100608;3083;0.1123010236;2039;0.07427239282;17195;0.4424516893;16305;0.4195507295;5363;0.1379975812;0;0;;;;;;;;;5025;0.1781851707;7279;0.2581114145;2307;0.08180560973;13590;0.481897805;9962;0.3726340989;13132;0.4912096955;2934;0.1097478866;706;0.02640831899;17683;0.427166876;11410;0.2756304957;11339;0.2739153541;964;0.02328727413;0;;0;;0;;0;;11433;0.2782902904;14989;0.3648467736;8654;0.2106467395;6007;;15739;0.4654168022;18078;0.5345831978;;0;;0;20245;0.441683393;10080;0.2199144777;15511;0.3384021293;;0;25630;0.5536952624;20659;0.4463047376;;0;;0;20626;0.4935158157;8798;0.2105086855;12370;0.2959754989;0;0
